,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,Male,Female,Cherbourg,Queenstown,Southamptom
853,854,1,1,854.0,0,1,39.4,D28,0,1,0,0,1
854,855,0,2,855.0,1,0,26.0,0,0,1,0,0,1
855,856,1,3,856.0,0,1,9.35,0,0,1,0,0,1
856,857,1,1,857.0,1,1,164.8667,0,0,1,0,0,1
857,858,1,1,858.0,0,0,26.55,E17,1,0,0,0,1
858,859,1,3,859.0,0,3,19.2583,0,0,1,1,0,0
859,860,0,3,860.0,0,0,7.2292,0,1,0,1,0,0
860,861,0,3,861.0,2,0,14.1083,0,1,0,0,0,1
861,862,0,2,862.0,1,0,11.5,0,1,0,0,0,1
862,863,1,1,863.0,0,0,25.9292,D17,0,1,0,0,1
863,864,0,3,864.0,8,2,69.55,0,0,1,0,0,1
864,865,0,2,865.0,0,0,13.0,0,1,0,0,0,1
865,866,1,2,866.0,0,0,13.0,0,0,1,0,0,1
866,867,1,2,867.0,1,0,13.8583,0,0,1,1,0,0
867,868,0,1,868.0,0,0,50.4958,A24,1,0,0,0,1
868,869,0,3,869.0,0,0,9.5,0,1,0,0,0,1
869,870,1,3,870.0,1,1,11.1333,0,1,0,0,0,1
870,871,0,3,871.0,0,0,7.8958,0,1,0,0,0,1
871,872,1,1,872.0,1,1,52.5542,D35,0,1,0,0,1
872,873,0,1,873.0,0,0,5.0,B51 B53 B55,1,0,0,0,1
873,874,0,3,874.0,0,0,9.0,0,1,0,0,0,1
874,875,1,2,875.0,1,0,24.0,0,0,1,1,0,0
875,876,1,3,876.0,0,0,7.225,0,0,1,1,0,0
876,877,0,3,877.0,0,0,9.8458,0,1,0,0,0,1
877,878,0,3,878.0,0,0,7.8958,0,1,0,0,0,1
878,879,0,3,879.0,0,0,7.8958,0,1,0,0,0,1
879,880,1,1,880.0,0,1,83.1583,C50,0,1,1,0,0
880,881,1,2,881.0,0,1,26.0,0,0,1,0,0,1
881,882,0,3,882.0,0,0,7.8958,0,1,0,0,0,1
882,883,0,3,883.0,0,0,10.5167,0,0,1,0,0,1
883,884,0,2,884.0,0,0,10.5,0,1,0,0,0,1
884,885,0,3,885.0,0,0,7.05,0,1,0,0,0,1
885,886,0,3,886.0,0,5,29.125,0,0,1,0,1,0
886,887,0,2,887.0,0,0,13.0,0,1,0,0,0,1
887,888,1,1,888.0,0,0,30.0,B42,0,1,0,0,1
888,889,0,3,889.0,1,2,23.45,0,0,1,0,0,1
889,890,1,1,890.0,0,0,30.0,C148,1,0,1,0,0
890,891,0,3,891.0,0,0,7.75,0,1,0,0,1,0
